"","Date","Day","Country","Type","Value","TotalValue"
"505","5/28/2014",67,"Senegal","Cases",0,0
"506","5/28/2014",67,"Senegal","Deaths",0,0
"507","5/28/2014",67,"UnitedStates","Cases",0,0
"508","5/28/2014",67,"UnitedStates","Deaths",0,0
"509","5/28/2014",67,"Spain","Cases",0,0
"510","5/28/2014",67,"Spain","Deaths",0,0
"511","5/28/2014",67,"Mali","Cases",0,0
"512","5/28/2014",67,"Mali","Deaths",0,0
"513","6/1/2014",71,"Guinea","Cases",37,328
"514","6/1/2014",71,"Guinea","Deaths",15,208
"515","6/1/2014",71,"Liberia","Cases",0,35
"516","6/1/2014",71,"Liberia","Deaths",0,13
"517","6/1/2014",71,"SierraLeone","Cases",29,79
"518","6/1/2014",71,"SierraLeone","Deaths",0,6
"519","6/1/2014",71,"Nigeria","Cases",0,0
"520","6/1/2014",71,"Nigeria","Deaths",0,0
"521","6/1/2014",71,"Senegal","Cases",0,0
"522","6/1/2014",71,"Senegal","Deaths",0,0
"523","6/1/2014",71,"UnitedStates","Cases",0,0
"524","6/1/2014",71,"UnitedStates","Deaths",0,0
"525","6/1/2014",71,"Spain","Cases",0,0
"526","6/1/2014",71,"Spain","Deaths",0,0
"527","6/1/2014",71,"Mali","Cases",0,0
"528","6/1/2014",71,"Mali","Deaths",0,0
"529","6/3/2014",73,"Guinea","Cases",16,344
"530","6/3/2014",73,"Guinea","Deaths",7,215
"531","6/3/2014",73,"Liberia","Cases",0,35
"532","6/3/2014",73,"Liberia","Deaths",0,13
"533","6/3/2014",73,"SierraLeone","Cases",0,79
"534","6/3/2014",73,"SierraLeone","Deaths",0,6
"535","6/3/2014",73,"Nigeria","Cases",0,0
"536","6/3/2014",73,"Nigeria","Deaths",0,0
"537","6/3/2014",73,"Senegal","Cases",0,0
"538","6/3/2014",73,"Senegal","Deaths",0,0
"539","6/3/2014",73,"UnitedStates","Cases",0,0
"540","6/3/2014",73,"UnitedStates","Deaths",0,0
"541","6/3/2014",73,"Spain","Cases",0,0
"542","6/3/2014",73,"Spain","Deaths",0,0
"543","6/3/2014",73,"Mali","Cases",0,0
"544","6/3/2014",73,"Mali","Deaths",0,0
"545","6/5/2014",75,"Guinea","Cases",0,344
"546","6/5/2014",75,"Guinea","Deaths",0,215
"547","6/5/2014",75,"Liberia","Cases",0,35
"548","6/5/2014",75,"Liberia","Deaths",0,13
"549","6/5/2014",75,"SierraLeone","Cases",2,81
"550","6/5/2014",75,"SierraLeone","Deaths",0,6
"551","6/5/2014",75,"Nigeria","Cases",0,0
"552","6/5/2014",75,"Nigeria","Deaths",0,0
"553","6/5/2014",75,"Senegal","Cases",0,0
"554","6/5/2014",75,"Senegal","Deaths",0,0
"555","6/5/2014",75,"UnitedStates","Cases",0,0
"556","6/5/2014",75,"UnitedStates","Deaths",0,0
"557","6/5/2014",75,"Spain","Cases",0,0
"558","6/5/2014",75,"Spain","Deaths",0,0
"559","6/5/2014",75,"Mali","Cases",0,0
"560","6/5/2014",75,"Mali","Deaths",0,0
"561","6/10/2014",80,"Guinea","Cases",7,351
"562","6/10/2014",80,"Guinea","Deaths",11,226
"563","6/10/2014",80,"Liberia","Cases",0,35
"564","6/10/2014",80,"Liberia","Deaths",11,24
"565","6/10/2014",80,"SierraLeone","Cases",8,89
"566","6/10/2014",80,"SierraLeone","Deaths",1,7
"567","6/10/2014",80,"Nigeria","Cases",0,0
"568","6/10/2014",80,"Nigeria","Deaths",0,0
"569","6/10/2014",80,"Senegal","Cases",0,0
"570","6/10/2014",80,"Senegal","Deaths",0,0
"571","6/10/2014",80,"UnitedStates","Cases",0,0
"572","6/10/2014",80,"UnitedStates","Deaths",0,0
"573","6/10/2014",80,"Spain","Cases",0,0
"574","6/10/2014",80,"Spain","Deaths",0,0
"575","6/10/2014",80,"Mali","Cases",0,0
"576","6/10/2014",80,"Mali","Deaths",0,0
"577","6/16/2014",86,"Guinea","Cases",47,398
"578","6/16/2014",86,"Guinea","Deaths",38,264
"579","6/16/2014",86,"Liberia","Cases",0,35
"580","6/16/2014",86,"Liberia","Deaths",0,24
"581","6/16/2014",86,"SierraLeone","Cases",0,89
"582","6/16/2014",86,"SierraLeone","Deaths",0,7
"583","6/16/2014",86,"Nigeria","Cases",0,0
"584","6/16/2014",86,"Nigeria","Deaths",0,0
"585","6/16/2014",86,"Senegal","Cases",0,0
"586","6/16/2014",86,"Senegal","Deaths",0,0
"587","6/16/2014",86,"UnitedStates","Cases",0,0
"588","6/16/2014",86,"UnitedStates","Deaths",0,0
"589","6/16/2014",86,"Spain","Cases",0,0
"590","6/16/2014",86,"Spain","Deaths",0,0
"591","6/16/2014",86,"Mali","Cases",0,0
"592","6/16/2014",86,"Mali","Deaths",0,0
"593","6/17/2014",87,"Guinea","Cases",0,398
"594","6/17/2014",87,"Guinea","Deaths",0,264
"595","6/17/2014",87,"Liberia","Cases",0,35
"596","6/17/2014",87,"Liberia","Deaths",0,24
"597","6/17/2014",87,"SierraLeone","Cases",8,97
"598","6/17/2014",87,"SierraLeone","Deaths",42,49
"599","6/17/2014",87,"Nigeria","Cases",0,0
"600","6/17/2014",87,"Nigeria","Deaths",0,0
"601","6/17/2014",87,"Senegal","Cases",0,0
"602","6/17/2014",87,"Senegal","Deaths",0,0
"603","6/17/2014",87,"UnitedStates","Cases",0,0
"604","6/17/2014",87,"UnitedStates","Deaths",0,0
"605","6/17/2014",87,"Spain","Cases",0,0
"606","6/17/2014",87,"Spain","Deaths",0,0
"607","6/17/2014",87,"Mali","Cases",0,0
"608","6/17/2014",87,"Mali","Deaths",0,0
"609","6/18/2014",88,"Guinea","Cases",0,398
"610","6/18/2014",88,"Guinea","Deaths",3,267
"611","6/18/2014",88,"Liberia","Cases",0,35
"612","6/18/2014",88,"Liberia","Deaths",0,24
"613","6/18/2014",88,"SierraLeone","Cases",39,136
"614","6/18/2014",88,"SierraLeone","Deaths",0,49
"615","6/18/2014",88,"Nigeria","Cases",0,0
"616","6/18/2014",88,"Nigeria","Deaths",0,0
"617","6/18/2014",88,"Senegal","Cases",0,0
"618","6/18/2014",88,"Senegal","Deaths",0,0
"619","6/18/2014",88,"UnitedStates","Cases",0,0
"620","6/18/2014",88,"UnitedStates","Deaths",0,0
"621","6/18/2014",88,"Spain","Cases",0,0
"622","6/18/2014",88,"Spain","Deaths",0,0
"623","6/18/2014",88,"Mali","Cases",0,0
"624","6/18/2014",88,"Mali","Deaths",0,0
"625","6/19/2014",89,"Guinea","Cases",0,398
"626","6/19/2014",89,"Guinea","Deaths",0,267
"627","6/19/2014",89,"Liberia","Cases",6,41
"628","6/19/2014",89,"Liberia","Deaths",1,25
"629","6/19/2014",89,"SierraLeone","Cases",0,136
"630","6/19/2014",89,"SierraLeone","Deaths",0,49
"631","6/19/2014",89,"Nigeria","Cases",0,0
"632","6/19/2014",89,"Nigeria","Deaths",0,0
"633","6/19/2014",89,"Senegal","Cases",0,0
"634","6/19/2014",89,"Senegal","Deaths",0,0
"635","6/19/2014",89,"UnitedStates","Cases",0,0
"636","6/19/2014",89,"UnitedStates","Deaths",0,0
"637","6/19/2014",89,"Spain","Cases",0,0
"638","6/19/2014",89,"Spain","Deaths",0,0
"639","6/19/2014",89,"Mali","Cases",0,0
"640","6/19/2014",89,"Mali","Deaths",0,0
"641","6/20/2014",90,"Guinea","Cases",0,398
"642","6/20/2014",90,"Guinea","Deaths",3,270
"643","6/20/2014",90,"Liberia","Cases",0,41
"644","6/20/2014",90,"Liberia","Deaths",0,25
"645","6/20/2014",90,"SierraLeone","Cases",22,158
"646","6/20/2014",90,"SierraLeone","Deaths",0,49
"647","6/20/2014",90,"Nigeria","Cases",0,0
"648","6/20/2014",90,"Nigeria","Deaths",0,0
"649","6/20/2014",90,"Senegal","Cases",0,0
"650","6/20/2014",90,"Senegal","Deaths",0,0
"651","6/20/2014",90,"UnitedStates","Cases",0,0
"652","6/20/2014",90,"UnitedStates","Deaths",0,0
"653","6/20/2014",90,"Spain","Cases",0,0
"654","6/20/2014",90,"Spain","Deaths",0,0
"655","6/20/2014",90,"Mali","Cases",0,0
"656","6/20/2014",90,"Mali","Deaths",0,0
"657","6/22/2014",92,"Guinea","Cases",0,398
"658","6/22/2014",92,"Guinea","Deaths",0,270
"659","6/22/2014",92,"Liberia","Cases",10,51
"660","6/22/2014",92,"Liberia","Deaths",9,34
"661","6/22/2014",92,"SierraLeone","Cases",0,158
"662","6/22/2014",92,"SierraLeone","Deaths",0,49
"663","6/22/2014",92,"Nigeria","Cases",0,0
"664","6/22/2014",92,"Nigeria","Deaths",0,0
"665","6/22/2014",92,"Senegal","Cases",0,0
"666","6/22/2014",92,"Senegal","Deaths",0,0
"667","6/22/2014",92,"UnitedStates","Cases",0,0
"668","6/22/2014",92,"UnitedStates","Deaths",0,0
"669","6/22/2014",92,"Spain","Cases",0,0
"670","6/22/2014",92,"Spain","Deaths",0,0
"671","6/22/2014",92,"Mali","Cases",0,0
"672","6/22/2014",92,"Mali","Deaths",0,0
"673","6/30/2014",100,"Guinea","Cases",15,413
"674","6/30/2014",100,"Guinea","Deaths",33,303
"675","6/30/2014",100,"Liberia","Cases",56,107
"676","6/30/2014",100,"Liberia","Deaths",31,65
"677","6/30/2014",100,"SierraLeone","Cases",81,239
"678","6/30/2014",100,"SierraLeone","Deaths",50,99
"679","6/30/2014",100,"Nigeria","Cases",0,0
"680","6/30/2014",100,"Nigeria","Deaths",0,0
"681","6/30/2014",100,"Senegal","Cases",0,0
"682","6/30/2014",100,"Senegal","Deaths",0,0
"683","6/30/2014",100,"UnitedStates","Cases",0,0
"684","6/30/2014",100,"UnitedStates","Deaths",0,0
"685","6/30/2014",100,"Spain","Cases",0,0
"686","6/30/2014",100,"Spain","Deaths",0,0
"687","6/30/2014",100,"Mali","Cases",0,0
"688","6/30/2014",100,"Mali","Deaths",0,0
"689","7/2/2014",102,"Guinea","Cases",0,413
"690","7/2/2014",102,"Guinea","Deaths",2,305
"691","7/2/2014",102,"Liberia","Cases",8,115
"692","7/2/2014",102,"Liberia","Deaths",10,75
"693","7/2/2014",102,"SierraLeone","Cases",13,252
"694","7/2/2014",102,"SierraLeone","Deaths",2,101
"695","7/2/2014",102,"Nigeria","Cases",0,0
"696","7/2/2014",102,"Nigeria","Deaths",0,0
"697","7/2/2014",102,"Senegal","Cases",0,0
"698","7/2/2014",102,"Senegal","Deaths",0,0
"699","7/2/2014",102,"UnitedStates","Cases",0,0
"700","7/2/2014",102,"UnitedStates","Deaths",0,0
"701","7/2/2014",102,"Spain","Cases",0,0
"702","7/2/2014",102,"Spain","Deaths",0,0
"703","7/2/2014",102,"Mali","Cases",0,0
"704","7/2/2014",102,"Mali","Deaths",0,0
"705","7/6/2014",106,"Guinea","Cases",0,413
"706","7/6/2014",106,"Guinea","Deaths",2,307
"707","7/6/2014",106,"Liberia","Cases",16,131
"708","7/6/2014",106,"Liberia","Deaths",9,84
"709","7/6/2014",106,"SierraLeone","Cases",53,305
"710","7/6/2014",106,"SierraLeone","Deaths",26,127
"711","7/6/2014",106,"Nigeria","Cases",0,0
"712","7/6/2014",106,"Nigeria","Deaths",0,0
"713","7/6/2014",106,"Senegal","Cases",0,0
"714","7/6/2014",106,"Senegal","Deaths",0,0
"715","7/6/2014",106,"UnitedStates","Cases",0,0
"716","7/6/2014",106,"UnitedStates","Deaths",0,0
"717","7/6/2014",106,"Spain","Cases",0,0
"718","7/6/2014",106,"Spain","Deaths",0,0
"719","7/6/2014",106,"Mali","Cases",0,0
"720","7/6/2014",106,"Mali","Deaths",0,0
"721","7/8/2014",108,"Guinea","Cases",0,413
"722","7/8/2014",108,"Guinea","Deaths",2,309
"723","7/8/2014",108,"Liberia","Cases",11,142
"724","7/8/2014",108,"Liberia","Deaths",4,88
"725","7/8/2014",108,"SierraLeone","Cases",32,337
"726","7/8/2014",108,"SierraLeone","Deaths",15,142
"727","7/8/2014",108,"Nigeria","Cases",0,0
"728","7/8/2014",108,"Nigeria","Deaths",0,0
"729","7/8/2014",108,"Senegal","Cases",0,0
"730","7/8/2014",108,"Senegal","Deaths",0,0
"731","7/8/2014",108,"UnitedStates","Cases",0,0
"732","7/8/2014",108,"UnitedStates","Deaths",0,0
"733","7/8/2014",108,"Spain","Cases",0,0
"734","7/8/2014",108,"Spain","Deaths",0,0
"735","7/8/2014",108,"Mali","Cases",0,0
"736","7/8/2014",108,"Mali","Deaths",0,0
"737","7/12/2014",112,"Guinea","Cases",0,413
"738","7/12/2014",112,"Guinea","Deaths",0,309
"739","7/12/2014",112,"Liberia","Cases",30,172
"740","7/12/2014",112,"Liberia","Deaths",17,105
"741","7/12/2014",112,"SierraLeone","Cases",49,386
"742","7/12/2014",112,"SierraLeone","Deaths",52,194
"743","7/12/2014",112,"Nigeria","Cases",0,0
"744","7/12/2014",112,"Nigeria","Deaths",0,0
"745","7/12/2014",112,"Senegal","Cases",0,0
"746","7/12/2014",112,"Senegal","Deaths",0,0
"747","7/12/2014",112,"UnitedStates","Cases",0,0
"748","7/12/2014",112,"UnitedStates","Deaths",0,0
"749","7/12/2014",112,"Spain","Cases",0,0
"750","7/12/2014",112,"Spain","Deaths",0,0
"751","7/12/2014",112,"Mali","Cases",0,0
"752","7/12/2014",112,"Mali","Deaths",0,0
"753","7/14/2014",114,"Guinea","Cases",0,413
"754","7/14/2014",114,"Guinea","Deaths",1,310
"755","7/14/2014",114,"Liberia","Cases",2,174
"756","7/14/2014",114,"Liberia","Deaths",1,106
"757","7/14/2014",114,"SierraLeone","Cases",11,397
"758","7/14/2014",114,"SierraLeone","Deaths",3,197
"759","7/14/2014",114,"Nigeria","Cases",0,0
"760","7/14/2014",114,"Nigeria","Deaths",0,0
"761","7/14/2014",114,"Senegal","Cases",0,0
"762","7/14/2014",114,"Senegal","Deaths",0,0
"763","7/14/2014",114,"UnitedStates","Cases",0,0
"764","7/14/2014",114,"UnitedStates","Deaths",0,0
"765","7/14/2014",114,"Spain","Cases",0,0
"766","7/14/2014",114,"Spain","Deaths",0,0
"767","7/14/2014",114,"Mali","Cases",0,0
"768","7/14/2014",114,"Mali","Deaths",0,0
"769","7/17/2014",117,"Guinea","Cases",0,413
"770","7/17/2014",117,"Guinea","Deaths",0,310
"771","7/17/2014",117,"Liberia","Cases",22,196
"772","7/17/2014",117,"Liberia","Deaths",10,116
"773","7/17/2014",117,"SierraLeone","Cases",45,442
"774","7/17/2014",117,"SierraLeone","Deaths",9,206
"775","7/17/2014",117,"Nigeria","Cases",0,0
"776","7/17/2014",117,"Nigeria","Deaths",0,0
"777","7/17/2014",117,"Senegal","Cases",0,0
"778","7/17/2014",117,"Senegal","Deaths",0,0
"779","7/17/2014",117,"UnitedStates","Cases",0,0
"780","7/17/2014",117,"UnitedStates","Deaths",0,0
"781","7/17/2014",117,"Spain","Cases",0,0
"782","7/17/2014",117,"Spain","Deaths",0,0
"783","7/17/2014",117,"Mali","Cases",0,0
"784","7/17/2014",117,"Mali","Deaths",0,0
"785","7/20/2014",120,"Guinea","Cases",2,415
"786","7/20/2014",120,"Guinea","Deaths",4,314
"787","7/20/2014",120,"Liberia","Cases",28,224
"788","7/20/2014",120,"Liberia","Deaths",11,127
"789","7/20/2014",120,"SierraLeone","Cases",12,454
"790","7/20/2014",120,"SierraLeone","Deaths",13,219
"791","7/20/2014",120,"Nigeria","Cases",0,0
"792","7/20/2014",120,"Nigeria","Deaths",0,0
"793","7/20/2014",120,"Senegal","Cases",0,0
"794","7/20/2014",120,"Senegal","Deaths",0,0
"795","7/20/2014",120,"UnitedStates","Cases",0,0
"796","7/20/2014",120,"UnitedStates","Deaths",0,0
"797","7/20/2014",120,"Spain","Cases",0,0
"798","7/20/2014",120,"Spain","Deaths",0,0
"799","7/20/2014",120,"Mali","Cases",0,0
"800","7/20/2014",120,"Mali","Deaths",0,0
"801","7/23/2014",123,"Guinea","Cases",12,427
"802","7/23/2014",123,"Guinea","Deaths",5,319
"803","7/23/2014",123,"Liberia","Cases",25,249
"804","7/23/2014",123,"Liberia","Deaths",2,129
"805","7/23/2014",123,"SierraLeone","Cases",71,525
"806","7/23/2014",123,"SierraLeone","Deaths",5,224
"807","7/23/2014",123,"Nigeria","Cases",0,0
"808","7/23/2014",123,"Nigeria","Deaths",0,0
"809","7/23/2014",123,"Senegal","Cases",0,0
"810","7/23/2014",123,"Senegal","Deaths",0,0
"811","7/23/2014",123,"UnitedStates","Cases",0,0
"812","7/23/2014",123,"UnitedStates","Deaths",0,0
"813","7/23/2014",123,"Spain","Cases",0,0
"814","7/23/2014",123,"Spain","Deaths",0,0
"815","7/23/2014",123,"Mali","Cases",0,0
"816","7/23/2014",123,"Mali","Deaths",0,0
"817","7/27/2014",126,"Guinea","Cases",33,460
"818","7/27/2014",126,"Guinea","Deaths",20,339
"819","7/27/2014",126,"Liberia","Cases",80,329
"820","7/27/2014",126,"Liberia","Deaths",27,156
"821","7/27/2014",126,"SierraLeone","Cases",8,533
"822","7/27/2014",126,"SierraLeone","Deaths",9,233
"823","7/27/2014",126,"Nigeria","Cases",1,1
"824","7/27/2014",126,"Nigeria","Deaths",1,1
"825","7/27/2014",126,"Senegal","Cases",0,0
"826","7/27/2014",126,"Senegal","Deaths",0,0
"827","7/27/2014",126,"UnitedStates","Cases",0,0
"828","7/27/2014",126,"UnitedStates","Deaths",0,0
"829","7/27/2014",126,"Spain","Cases",0,0
"830","7/27/2014",126,"Spain","Deaths",0,0
"831","7/27/2014",126,"Mali","Cases",0,0
"832","7/27/2014",126,"Mali","Deaths",0,0
"833","7/30/2014",129,"Guinea","Cases",12,472
"834","7/30/2014",129,"Guinea","Deaths",7,346
"835","7/30/2014",129,"Liberia","Cases",62,391
"836","7/30/2014",129,"Liberia","Deaths",71,227
"837","7/30/2014",129,"SierraLeone","Cases",41,574
"838","7/30/2014",129,"SierraLeone","Deaths",19,252
"839","7/30/2014",129,"Nigeria","Cases",2,3
"840","7/30/2014",129,"Nigeria","Deaths",0,1
"841","7/30/2014",129,"Senegal","Cases",0,0
"842","7/30/2014",129,"Senegal","Deaths",0,0
"843","7/30/2014",129,"UnitedStates","Cases",0,0
"844","7/30/2014",129,"UnitedStates","Deaths",0,0
"845","7/30/2014",129,"Spain","Cases",0,0
"846","7/30/2014",129,"Spain","Deaths",0,0
"847","7/30/2014",129,"Mali","Cases",0,0
"848","7/30/2014",129,"Mali","Deaths",0,0
"849","8/1/2014",132,"Guinea","Cases",13,485
"850","8/1/2014",132,"Guinea","Deaths",12,358
"851","8/1/2014",132,"Liberia","Cases",77,468
"852","8/1/2014",132,"Liberia","Deaths",28,255
"853","8/1/2014",132,"SierraLeone","Cases",72,646
"854","8/1/2014",132,"SierraLeone","Deaths",21,273
"855","8/1/2014",132,"Nigeria","Cases",1,4
"856","8/1/2014",132,"Nigeria","Deaths",0,1
"857","8/1/2014",132,"Senegal","Cases",0,0
"858","8/1/2014",132,"Senegal","Deaths",0,0
"859","8/1/2014",132,"UnitedStates","Cases",0,0
"860","8/1/2014",132,"UnitedStates","Deaths",0,0
"861","8/1/2014",132,"Spain","Cases",0,0
"862","8/1/2014",132,"Spain","Deaths",0,0
"863","8/1/2014",132,"Mali","Cases",0,0
"864","8/1/2014",132,"Mali","Deaths",0,0
"865","8/4/2014",135,"Guinea","Cases",10,495
"866","8/4/2014",135,"Guinea","Deaths",5,363
"867","8/4/2014",135,"Liberia","Cases",48,516
"868","8/4/2014",135,"Liberia","Deaths",27,282
"869","8/4/2014",135,"SierraLeone","Cases",45,691
"870","8/4/2014",135,"SierraLeone","Deaths",13,286
"871","8/4/2014",135,"Nigeria","Cases",5,9
"872","8/4/2014",135,"Nigeria","Deaths",0,1
"873","8/4/2014",135,"Senegal","Cases",0,0
"874","8/4/2014",135,"Senegal","Deaths",0,0
"875","8/4/2014",135,"UnitedStates","Cases",0,0
"876","8/4/2014",135,"UnitedStates","Deaths",0,0
"877","8/4/2014",135,"Spain","Cases",0,0
"878","8/4/2014",135,"Spain","Deaths",0,0
"879","8/4/2014",135,"Mali","Cases",0,0
"880","8/4/2014",135,"Mali","Deaths",0,0
"881","8/6/2014",137,"Guinea","Cases",0,495
"882","8/6/2014",137,"Guinea","Deaths",4,367
"883","8/6/2014",137,"Liberia","Cases",38,554
"884","8/6/2014",137,"Liberia","Deaths",12,294
"885","8/6/2014",137,"SierraLeone","Cases",26,717
"886","8/6/2014",137,"SierraLeone","Deaths",12,298
"887","8/6/2014",137,"Nigeria","Cases",4,13
"888","8/6/2014",137,"Nigeria","Deaths",1,2
"889","8/6/2014",137,"Senegal","Cases",0,0
"890","8/6/2014",137,"Senegal","Deaths",0,0
"891","8/6/2014",137,"UnitedStates","Cases",0,0
"892","8/6/2014",137,"UnitedStates","Deaths",0,0
"893","8/6/2014",137,"Spain","Cases",0,0
"894","8/6/2014",137,"Spain","Deaths",0,0
"895","8/6/2014",137,"Mali","Cases",0,0
"896","8/6/2014",137,"Mali","Deaths",0,0
"897","8/9/2014",140,"Guinea","Cases",11,506
"898","8/9/2014",140,"Guinea","Deaths",6,373
"899","8/9/2014",140,"Liberia","Cases",45,599
"900","8/9/2014",140,"Liberia","Deaths",29,323
"901","8/9/2014",140,"SierraLeone","Cases",13,730
"902","8/9/2014",140,"SierraLeone","Deaths",17,315
"903","8/9/2014",140,"Nigeria","Cases",0,13
"904","8/9/2014",140,"Nigeria","Deaths",0,2
"905","8/9/2014",140,"Senegal","Cases",0,0
"906","8/9/2014",140,"Senegal","Deaths",0,0
"907","8/9/2014",140,"UnitedStates","Cases",0,0
"908","8/9/2014",140,"UnitedStates","Deaths",0,0
"909","8/9/2014",140,"Spain","Cases",0,0
"910","8/9/2014",140,"Spain","Deaths",0,0
"911","8/9/2014",140,"Mali","Cases",0,0
"912","8/9/2014",140,"Mali","Deaths",0,0
"913","8/11/2014",142,"Guinea","Cases",4,510
"914","8/11/2014",142,"Guinea","Deaths",4,377
"915","8/11/2014",142,"Liberia","Cases",71,670
"916","8/11/2014",142,"Liberia","Deaths",32,355
"917","8/11/2014",142,"SierraLeone","Cases",53,783
"918","8/11/2014",142,"SierraLeone","Deaths",19,334
"919","8/11/2014",142,"Nigeria","Cases",0,13
"920","8/11/2014",142,"Nigeria","Deaths",1,3
"921","8/11/2014",142,"Senegal","Cases",0,0
"922","8/11/2014",142,"Senegal","Deaths",0,0
"923","8/11/2014",142,"UnitedStates","Cases",0,0
"924","8/11/2014",142,"UnitedStates","Deaths",0,0
"925","8/11/2014",142,"Spain","Cases",0,0
"926","8/11/2014",142,"Spain","Deaths",0,0
"927","8/11/2014",142,"Mali","Cases",0,0
"928","8/11/2014",142,"Mali","Deaths",0,0
"929","8/13/2014",144,"Guinea","Cases",9,519
"930","8/13/2014",144,"Guinea","Deaths",3,380
"931","8/13/2014",144,"Liberia","Cases",116,786
"932","8/13/2014",144,"Liberia","Deaths",58,413
"933","8/13/2014",144,"SierraLeone","Cases",27,810
"934","8/13/2014",144,"SierraLeone","Deaths",14,348
"935","8/13/2014",144,"Nigeria","Cases",0,13
"936","8/13/2014",144,"Nigeria","Deaths",1,4
"937","8/13/2014",144,"Senegal","Cases",0,0
"938","8/13/2014",144,"Senegal","Deaths",0,0
"939","8/13/2014",144,"UnitedStates","Cases",0,0
"940","8/13/2014",144,"UnitedStates","Deaths",0,0
"941","8/13/2014",144,"Spain","Cases",0,0
"942","8/13/2014",144,"Spain","Deaths",0,0
"943","8/13/2014",144,"Mali","Cases",0,0
"944","8/13/2014",144,"Mali","Deaths",0,0
"945","8/16/2014",147,"Guinea","Cases",24,543
"946","8/16/2014",147,"Guinea","Deaths",14,394
"947","8/16/2014",147,"Liberia","Cases",48,834
"948","8/16/2014",147,"Liberia","Deaths",53,466
"949","8/16/2014",147,"SierraLeone","Cases",38,848
"950","8/16/2014",147,"SierraLeone","Deaths",17,365
"951","8/16/2014",147,"Nigeria","Cases",2,15
"952","8/16/2014",147,"Nigeria","Deaths",0,4
"953","8/16/2014",147,"Senegal","Cases",0,0
"954","8/16/2014",147,"Senegal","Deaths",0,0
"955","8/16/2014",147,"UnitedStates","Cases",0,0
"956","8/16/2014",147,"UnitedStates","Deaths",0,0
"957","8/16/2014",147,"Spain","Cases",0,0
"958","8/16/2014",147,"Spain","Deaths",0,0
"959","8/16/2014",147,"Mali","Cases",0,0
"960","8/16/2014",147,"Mali","Deaths",0,0
"961","8/18/2014",149,"Guinea","Cases",36,579
"962","8/18/2014",149,"Guinea","Deaths",2,396
"963","8/18/2014",149,"Liberia","Cases",138,972
"964","8/18/2014",149,"Liberia","Deaths",110,576
"965","8/18/2014",149,"SierraLeone","Cases",59,907
"966","8/18/2014",149,"SierraLeone","Deaths",9,374
"967","8/18/2014",149,"Nigeria","Cases",0,15
"968","8/18/2014",149,"Nigeria","Deaths",0,4
"969","8/18/2014",149,"Senegal","Cases",0,0
"970","8/18/2014",149,"Senegal","Deaths",0,0
"971","8/18/2014",149,"UnitedStates","Cases",0,0
"972","8/18/2014",149,"UnitedStates","Deaths",0,0
"973","8/18/2014",149,"Spain","Cases",0,0
"974","8/18/2014",149,"Spain","Deaths",0,0
"975","8/18/2014",149,"Mali","Cases",0,0
"976","8/18/2014",149,"Mali","Deaths",0,0
"977","8/20/2014",151,"Guinea","Cases",28,607
"978","8/20/2014",151,"Guinea","Deaths",10,406
"979","8/20/2014",151,"Liberia","Cases",110,1082
"980","8/20/2014",151,"Liberia","Deaths",48,624
"981","8/20/2014",151,"SierraLeone","Cases",3,910
"982","8/20/2014",151,"SierraLeone","Deaths",18,392
"983","8/20/2014",151,"Nigeria","Cases",1,16
"984","8/20/2014",151,"Nigeria","Deaths",1,5
"985","8/20/2014",151,"Senegal","Cases",0,0
"986","8/20/2014",151,"Senegal","Deaths",0,0
"987","8/20/2014",151,"UnitedStates","Cases",0,0
"988","8/20/2014",151,"UnitedStates","Deaths",0,0
"989","8/20/2014",151,"Spain","Cases",0,0
"990","8/20/2014",151,"Spain","Deaths",0,0
"991","8/20/2014",151,"Mali","Cases",0,0
"992","8/20/2014",151,"Mali","Deaths",0,0
